 Cycle        E        err_E       a_r
         1         1.67857635         0.00037872         0.56931250
         2         1.69656701         0.00014408         0.56745000
         3         1.69999658         0.00009679         0.56526250
         4         1.69937225         0.00006563         0.56678750
         5         1.70046864         0.00005439         0.56361250
         6         1.70154233         0.00009248         0.56733750
         7         1.70303432         0.00005770         0.56843750
         8         1.70224565         0.00009609         0.56768750
         9         1.70093257         0.00007705         0.56785000
        10         1.70319249         0.00012469         0.56348750
        11         1.70264216         0.00007020         0.56756250
        12         1.70304798         0.00011382         0.56568750
        13         1.70150505         0.00013315         0.56461250
        14         1.70270966         0.00007967         0.56908750
        15         1.70158494         0.00008453         0.56763750
        16         1.70146195         0.00013811         0.56527500
        17         1.70198524         0.00006785         0.56632500
        18         1.70154046         0.00011458         0.56257500
        19         1.70233329         0.00010169         0.56573750
        20         1.70162321         0.00007297         0.56835000
