 Cycle        E        err_E       a_r
         1         1.68815045         0.00001486         0.54871600
         2         1.68881949         0.00000771         0.54843800
         3         1.68866639         0.00001228         0.54830500
         4         1.68866696         0.00000948         0.54783400
         5         1.68870520         0.00000524         0.54702700
         6         1.68871474         0.00000737         0.54832200
         7         1.68877481         0.00000906         0.54934500
         8         1.68864713         0.00000805         0.54937300
         9         1.68881836         0.00000522         0.54864900
        10         1.68900413         0.00000723         0.54869300
        11         1.68870335         0.00000605         0.54770300
        12         1.68878273         0.00000760         0.54862200
        13         1.68873574         0.00000917         0.54792400
        14         1.68889148         0.00000566         0.54886900
        15         1.68875528         0.00000994         0.54876400
        16         1.68870003         0.00000684         0.54850100
        17         1.68876868         0.00000513         0.54867700
        18         1.68892628         0.00000563         0.54764000
        19         1.68882521         0.00000913         0.54885100
        20         1.68866488         0.00001377         0.54887600
