 Cycle        E        err_E       a_r
         1         1.69130353         0.00004139         0.54230000
         2         1.68977608         0.00005359         0.54065000
         3         1.68934455         0.00006591         0.54102500
         4         1.68969312         0.00009544         0.53735000
         5         1.68961169         0.00003494         0.53985000
         6         1.68972159         0.00005080         0.53782500
         7         1.68912553         0.00003300         0.53737500
         8         1.68894759         0.00007010         0.54067500
         9         1.68960354         0.00008786         0.54537500
        10         1.68850883         0.00007762         0.54292500
        11         1.68882296         0.00008920         0.53790000
        12         1.68841116         0.00005287         0.54385000
        13         1.68970315         0.00003256         0.53865000
        14         1.68952420         0.00003608         0.54212500
        15         1.68978263         0.00005551         0.54155000
        16         1.68968353         0.00004164         0.54027500
        17         1.68964284         0.00006813         0.53657500
        18         1.68963795         0.00005173         0.53902500
        19         1.69010851         0.00006400         0.54420000
        20         1.69018406         0.00004668         0.54440000
