 Cycle        E        err_E       a_r
         1         1.68480108         0.00007482         0.55468750
         2         1.68831950         0.00002939         0.55130000
         3         1.68917060         0.00004066         0.55067500
         4         1.69016004         0.00002365         0.54891250
         5         1.69022199         0.00003705         0.54803750
         6         1.68948900         0.00002807         0.54932500
         7         1.69008550         0.00002810         0.55045000
         8         1.68906612         0.00001876         0.55242500
         9         1.68847276         0.00002021         0.55392500
        10         1.68914269         0.00002683         0.54893750
        11         1.68967286         0.00001984         0.54935000
        12         1.68999945         0.00001567         0.55226250
        13         1.68923062         0.00002245         0.55168750
        14         1.68933685         0.00002466         0.54917500
        15         1.68933567         0.00001778         0.55062500
        16         1.68950582         0.00001700         0.55060000
        17         1.68942006         0.00002552         0.54796250
        18         1.68928436         0.00002142         0.54825000
        19         1.68917312         0.00002085         0.54883750
        20         1.68928742         0.00002457         0.55062500
