 Cycle        E        err_E       a_r
         1         1.68969063         0.00001493         0.53925400
         2         1.68916135         0.00000954         0.53863100
         3         1.68907199         0.00000765         0.53862900
         4         1.68918187         0.00000578         0.53860100
         5         1.68921716         0.00001107         0.53902500
         6         1.68899717         0.00000769         0.53875000
         7         1.68926514         0.00000912         0.53864800
         8         1.68889593         0.00001273         0.53817300
         9         1.68904427         0.00000959         0.53775300
        10         1.68902244         0.00000687         0.53828700
        11         1.68932214         0.00000609         0.53891600
        12         1.68917611         0.00000442         0.53859800
        13         1.68919947         0.00000735         0.53938400
        14         1.68908768         0.00000994         0.53761900
        15         1.68907686         0.00001410         0.53901100
        16         1.68920847         0.00000888         0.53815200
        17         1.68932387         0.00000653         0.53894000
        18         1.68912447         0.00000535         0.53894500
        19         1.68928594         0.00000915         0.53896300
        20         1.68918345         0.00001135         0.53854400
