 Cycle        E        err_E       a_r
         1         1.68622653         0.00006383         0.55511250
         2         1.68844435         0.00002462         0.55096250
         3         1.68906584         0.00003614         0.55047500
         4         1.68937654         0.00001505         0.55415000
         5         1.68937994         0.00003806         0.55035000
         6         1.68938664         0.00003069         0.54776250
         7         1.68948181         0.00003081         0.54923750
         8         1.68941367         0.00002032         0.55046250
         9         1.68961489         0.00001845         0.55300000
        10         1.68928753         0.00004902         0.54965000
        11         1.68900451         0.00003417         0.55121250
        12         1.68959219         0.00006077         0.55292500
        13         1.68871921         0.00004593         0.55180000
        14         1.68923941         0.00003937         0.54735000
        15         1.68903992         0.00003428         0.55083750
        16         1.68984839         0.00004220         0.54882500
        17         1.68933080         0.00004110         0.54875000
        18         1.68972396         0.00004024         0.54937500
        19         1.68946502         0.00003111         0.54896250
        20         1.68949434         0.00002975         0.55053750
