 Cycle        E        err_E       a_r
         1         1.68701249         0.00010024         0.55590000
         2         1.68942281         0.00006451         0.55422500
         3         1.68949428         0.00010823         0.55730000
         4         1.69048032         0.00005166         0.55372500
         5         1.69251788         0.00007730         0.55187500
         6         1.69105149         0.00006050         0.55117500
         7         1.69162623         0.00009716         0.55212500
         8         1.69028469         0.00006322         0.54952500
         9         1.68972022         0.00010439         0.55247500
        10         1.69121414         0.00008982         0.55505000
        11         1.69157612         0.00008408         0.55050000
        12         1.68971090         0.00012551         0.55347500
        13         1.69055119         0.00006640         0.55570000
        14         1.69090231         0.00014054         0.55027500
        15         1.69253653         0.00005242         0.55000000
        16         1.69132952         0.00005730         0.55517500
        17         1.69205446         0.00012050         0.55355000
        18         1.69236676         0.00011481         0.55267500
        19         1.69143297         0.00006471         0.55435000
        20         1.69172472         0.00006293         0.55340000
