 Cycle        E        err_E       a_r
         1         1.67887571         0.00026981         0.56757500
         2         1.69201740         0.00011053         0.56477500
         3         1.69551266         0.00009121         0.56516250
         4         1.69525935         0.00006077         0.56361250
         5         1.69512597         0.00008541         0.56445000
         6         1.69588305         0.00005800         0.56045000
         7         1.69601497         0.00006912         0.56408750
         8         1.69561435         0.00013123         0.56363750
         9         1.69633785         0.00007356         0.56342500
        10         1.69682793         0.00010480         0.56558750
        11         1.69713901         0.00006145         0.56611250
        12         1.69663946         0.00011684         0.55908750
        13         1.69977393         0.00006398         0.56011250
        14         1.69780783         0.00007338         0.56091250
        15         1.69617830         0.00009391         0.56280000
        16         1.69869149         0.00004518         0.56508750
        17         1.69859867         0.00007663         0.56390000
        18         1.69701627         0.00005915         0.56462500
        19         1.69833813         0.00006617         0.56295000
        20         1.69702410         0.00009028         0.56455000
