 Cycle        E        err_E       a_r
         1         1.67874102         0.00037703         0.57108750
         2         1.69625858         0.00012789         0.56550000
         3         1.69897950         0.00009442         0.56647500
         4         1.69899898         0.00010625         0.56515000
         5         1.70061025         0.00008174         0.56897500
         6         1.70017684         0.00005654         0.56657500
         7         1.69974333         0.00008311         0.56535000
         8         1.70032291         0.00006317         0.56308750
         9         1.69947243         0.00015570         0.56915000
        10         1.69918593         0.00007605         0.56427500
        11         1.69904979         0.00010889         0.56711250
        12         1.70118285         0.00007742         0.56847500
        13         1.69966249         0.00008651         0.56677500
        14         1.69900047         0.00010896         0.56746250
        15         1.70207111         0.00010071         0.56896250
        16         1.70154868         0.00005914         0.56432500
        17         1.69992329         0.00005023         0.56445000
        18         1.70150801         0.00007031         0.56933750
        19         1.70170175         0.00011059         0.56631250
        20         1.70059056         0.00008564         0.56906250
