 Cycle        E        err_E       a_r
         1         1.67988828         0.00030705         0.56936250
         2         1.69277266         0.00006343         0.56230000
         3         1.69554692         0.00007121         0.55913750
         4         1.69673657         0.00008651         0.56423750
         5         1.69869906         0.00005242         0.56521250
         6         1.69679150         0.00008639         0.56122500
         7         1.69561851         0.00008322         0.56547500
         8         1.69649477         0.00009343         0.56357500
         9         1.69422125         0.00010266         0.56060000
        10         1.69610959         0.00009812         0.56411250
        11         1.69581699         0.00006975         0.56185000
        12         1.69683076         0.00006218         0.56156250
        13         1.69685504         0.00008323         0.56133750
        14         1.69671843         0.00005799         0.56116250
        15         1.69642307         0.00007337         0.56327500
        16         1.69603714         0.00007109         0.56402500
        17         1.69564871         0.00006402         0.56057500
        18         1.69582364         0.00007191         0.56220000
        19         1.69720603         0.00007503         0.56283750
        20         1.69690762         0.00007046         0.56123750
