 Cycle        E        err_E       a_r
         1         1.70318734         0.00019747         0.52830000
         2         1.70272515         0.00013366         0.52270000
         3         1.70157692         0.00016446         0.52510000
         4         1.70333345         0.00017107         0.52212500
         5         1.70346552         0.00012126         0.52522500
         6         1.70209104         0.00016170         0.52220000
         7         1.70428150         0.00014461         0.52400000
         8         1.70325581         0.00013139         0.52662500
         9         1.70279387         0.00015210         0.51977500
        10         1.70183187         0.00015947         0.52310000
        11         1.69776013         0.00011488         0.52280000
        12         1.69965326         0.00021475         0.52050000
        13         1.70392155         0.00019765         0.52397500
        14         1.70625356         0.00011372         0.52487500
        15         1.70328528         0.00010129         0.52397500
        16         1.70321502         0.00017341         0.52997500
        17         1.70268754         0.00009359         0.52587500
        18         1.70069689         0.00015688         0.52230000
        19         1.70228296         0.00012794         0.52455000
        20         1.70402128         0.00008959         0.52132500
