 Cycle        E        err_E       a_r
         1         1.69182594         0.00001427         0.53427400
         2         1.69117658         0.00001902         0.53468400
         3         1.69068441         0.00001789         0.53405900
         4         1.69116592         0.00001690         0.53383800
         5         1.69074056         0.00001518         0.53540400
         6         1.69124566         0.00001763         0.53386900
         7         1.69037451         0.00002421         0.53450100
         8         1.69070302         0.00000967         0.53375200
         9         1.69084746         0.00001244         0.53453900
        10         1.69107133         0.00001067         0.53362300
        11         1.69083753         0.00001778         0.53344400
        12         1.69118600         0.00002131         0.53433400
        13         1.69092006         0.00001514         0.53420700
        14         1.69078275         0.00001482         0.53398300
        15         1.69091344         0.00001091         0.53351700
        16         1.69083866         0.00001215         0.53361600
        17         1.69111502         0.00001915         0.53444200
        18         1.69107126         0.00000834         0.53333300
        19         1.69059372         0.00000777         0.53492700
        20         1.69121802         0.00002128         0.53458900
