 Cycle        E        err_E       a_r
         1         1.69046170         0.00001934         0.53666300
         2         1.69004412         0.00001331         0.53637800
         3         1.68973763         0.00001344         0.53660900
         4         1.68964659         0.00001282         0.53590600
         5         1.68953096         0.00001120         0.53696600
         6         1.68939614         0.00001218         0.53522600
         7         1.68941044         0.00000979         0.53527900
         8         1.68980496         0.00001641         0.53599000
         9         1.68947570         0.00001642         0.53596100
        10         1.68970318         0.00000748         0.53680600
        11         1.68951565         0.00000697         0.53630700
        12         1.68957921         0.00000865         0.53559400
        13         1.68973542         0.00001141         0.53681900
        14         1.68984056         0.00001252         0.53585000
        15         1.68985524         0.00000925         0.53571100
        16         1.68978795         0.00001725         0.53589400
        17         1.68984130         0.00001995         0.53603900
        18         1.68973491         0.00001035         0.53493800
        19         1.68972797         0.00001638         0.53568300
        20         1.68979950         0.00000699         0.53633600
