 Cycle        E        err_E       a_r
         1         1.68130534         0.00029128         0.56156250
         2         1.69180028         0.00007236         0.55882500
         3         1.69239430         0.00005652         0.56261250
         4         1.69323708         0.00006171         0.56210000
         5         1.69395087         0.00003323         0.56113750
         6         1.69387768         0.00005219         0.56036250
         7         1.69391622         0.00005316         0.56263750
         8         1.69389119         0.00010334         0.55930000
         9         1.69531330         0.00005623         0.55895000
        10         1.69526544         0.00007736         0.56065000
        11         1.69415210         0.00005575         0.55992500
        12         1.69461559         0.00005728         0.55806250
        13         1.69338727         0.00010174         0.55962500
        14         1.69171527         0.00004173         0.56085000
        15         1.69360771         0.00007541         0.56058750
        16         1.69432735         0.00009376         0.56203750
        17         1.69527367         0.00009444         0.55976250
        18         1.69378627         0.00007504         0.55930000
        19         1.69376010         0.00009247         0.56313750
        20         1.69339158         0.00005628         0.55910000
