 Cycle        E        err_E       a_r
         1         1.68838409         0.00000943         0.55064200
         2         1.68922614         0.00001162         0.54997800
         3         1.68941247         0.00001098         0.55147400
         4         1.68947282         0.00001394         0.55006300
         5         1.68942563         0.00001187         0.55111000
         6         1.68930160         0.00000698         0.54992400
         7         1.68958051         0.00001838         0.54989900
         8         1.68908845         0.00000727         0.55037300
         9         1.68926652         0.00001158         0.54892500
        10         1.68921483         0.00000591         0.55105800
        11         1.68954308         0.00001231         0.55086300
        12         1.68932466         0.00001875         0.55012700
        13         1.68966735         0.00001087         0.55005500
        14         1.68936053         0.00001137         0.55086000
        15         1.68927136         0.00001402         0.55020300
        16         1.68962111         0.00001911         0.55026400
        17         1.68944265         0.00000994         0.54964300
        18         1.68954279         0.00001070         0.55056000
        19         1.68957281         0.00000737         0.55034100
        20         1.68958249         0.00001239         0.54997200
