 Cycle        E        err_E       a_r
         1         1.68655343         0.00002740         0.54787500
         2         1.68791534         0.00001174         0.54800000
         3         1.68823169         0.00001058         0.54478750
         4         1.68840363         0.00001536         0.54783750
         5         1.68835400         0.00000802         0.54495000
         6         1.68845322         0.00001746         0.54603750
         7         1.68828118         0.00001702         0.54563750
         8         1.68867066         0.00002163         0.54351250
         9         1.68872274         0.00001851         0.54626250
        10         1.68832095         0.00001803         0.54541250
        11         1.68862276         0.00002185         0.54580000
        12         1.68896336         0.00001888         0.54746250
        13         1.68853078         0.00001743         0.54755000
        14         1.68832137         0.00001170         0.54772500
        15         1.68811842         0.00001412         0.54773750
        16         1.68843532         0.00001309         0.54922500
        17         1.68861831         0.00002417         0.54193750
        18         1.68876026         0.00001862         0.54280000
        19         1.68859613         0.00001685         0.54640000
        20         1.68883002         0.00001059         0.54522500
