 Cycle        E        err_E       a_r
         1         1.69126664         0.00001993         0.53453200
         2         1.69063973         0.00000917         0.53397000
         3         1.69041556         0.00001635         0.53450400
         4         1.69066305         0.00001649         0.53438600
         5         1.69059207         0.00001287         0.53433000
         6         1.69039673         0.00001534         0.53356800
         7         1.69061688         0.00001061         0.53508500
         8         1.69096534         0.00001388         0.53372500
         9         1.69088127         0.00000856         0.53417600
        10         1.69051246         0.00001862         0.53463800
        11         1.69099605         0.00000944         0.53432100
        12         1.69060782         0.00002087         0.53330600
        13         1.69095100         0.00001673         0.53463400
        14         1.69061852         0.00000449         0.53475200
        15         1.69087725         0.00001587         0.53405000
        16         1.69091126         0.00000906         0.53488400
        17         1.69085450         0.00001325         0.53470200
        18         1.69083814         0.00000974         0.53491000
        19         1.69112283         0.00001251         0.53461200
        20         1.69066442         0.00002100         0.53422800
