 Cycle        E        err_E       a_r
         1         1.68824569         0.00001351         0.55071900
         2         1.68920390         0.00000749         0.55047100
         3         1.68911269         0.00000961         0.54982300
         4         1.68910731         0.00000784         0.55096700
         5         1.68931062         0.00000933         0.54915900
         6         1.68940961         0.00000488         0.55068600
         7         1.68945589         0.00000840         0.55076300
         8         1.68923811         0.00001306         0.54944200
         9         1.68924858         0.00000925         0.55014000
        10         1.68936227         0.00000906         0.55060600
        11         1.68928924         0.00000513         0.55020800
        12         1.68901096         0.00001325         0.54992400
        13         1.68931937         0.00000963         0.55012000
        14         1.68911941         0.00000588         0.55057700
        15         1.68907335         0.00001091         0.54963400
        16         1.68938209         0.00000719         0.55050000
        17         1.68921824         0.00000912         0.55105900
        18         1.68916374         0.00000950         0.55110600
        19         1.68920943         0.00001037         0.54956300
        20         1.68922290         0.00001561         0.54964100
