 Cycle        E        err_E       a_r
         1         1.69117067         0.00001226         0.53514800
         2         1.69037141         0.00001731         0.53456200
         3         1.69046282         0.00000848         0.53460800
         4         1.69010605         0.00001330         0.53423200
         5         1.68989112         0.00001325         0.53460900
         6         1.69044934         0.00001389         0.53490600
         7         1.69022658         0.00001472         0.53469200
         8         1.69043869         0.00001346         0.53513100
         9         1.69080244         0.00001713         0.53596300
        10         1.69016226         0.00001746         0.53494400
        11         1.69045765         0.00001259         0.53499100
        12         1.69045366         0.00001074         0.53431000
        13         1.69057730         0.00001637         0.53423900
        14         1.69026619         0.00001230         0.53500000
        15         1.69050946         0.00001363         0.53566200
        16         1.69051640         0.00001307         0.53529000
        17         1.69043043         0.00001277         0.53479100
        18         1.69026336         0.00001367         0.53555800
        19         1.69084749         0.00001406         0.53502000
        20         1.69025719         0.00001337         0.53523100
