 Cycle        E        err_E       a_r
         1         1.69839554         0.00004408         0.52777500
         2         1.69741864         0.00009531         0.52752500
         3         1.69373413         0.00006201         0.53020000
         4         1.69467691         0.00006967         0.52958750
         5         1.69364545         0.00008080         0.52713750
         6         1.69483797         0.00009756         0.52818750
         7         1.69651428         0.00010594         0.52893750
         8         1.69474673         0.00003129         0.53040000
         9         1.69467677         0.00005809         0.52648750
        10         1.69508468         0.00008080         0.52633750
        11         1.69644678         0.00008670         0.52756250
        12         1.69342469         0.00007286         0.52727500
        13         1.69414424         0.00003686         0.52773750
        14         1.69433753         0.00005752         0.52950000
        15         1.69469893         0.00008408         0.53098750
        16         1.69616818         0.00006539         0.53093750
        17         1.69584360         0.00005187         0.52916250
        18         1.69548787         0.00006406         0.52980000
        19         1.69436658         0.00006599         0.53087500
        20         1.69434655         0.00009082         0.53013750
