 Cycle        E        err_E       a_r
         1         1.68845626         0.00003794         0.54963750
         2         1.68945923         0.00004483         0.54687500
         3         1.68883004         0.00003788         0.54721250
         4         1.68875054         0.00002925         0.54582500
         5         1.68922060         0.00003929         0.54447500
         6         1.68909551         0.00002364         0.54407500
         7         1.68909350         0.00003662         0.54766250
         8         1.68888087         0.00002433         0.54641250
         9         1.68898262         0.00004205         0.54522500
        10         1.68940524         0.00004056         0.54748750
        11         1.68882699         0.00003203         0.54747500
        12         1.68882331         0.00003644         0.54770000
        13         1.68890762         0.00002818         0.54817500
        14         1.68932288         0.00004409         0.54680000
        15         1.68840901         0.00003599         0.54261250
        16         1.68800983         0.00002216         0.54801250
        17         1.68855943         0.00002770         0.54547500
        18         1.68871702         0.00003312         0.54203750
        19         1.68934848         0.00003444         0.54787500
        20         1.68890883         0.00003322         0.54562500
