 Cycle        E        err_E       a_r
         1         1.68734310         0.00006981         0.54873750
         2         1.68894520         0.00001723         0.54721250
         3         1.68833707         0.00002586         0.54607500
         4         1.68874210         0.00002188         0.54993750
         5         1.68913046         0.00001747         0.54720000
         6         1.68903366         0.00002420         0.54715000
         7         1.68847546         0.00002544         0.54903750
         8         1.68864103         0.00005283         0.54957500
         9         1.68908708         0.00004758         0.54842500
        10         1.68926583         0.00004254         0.54995000
        11         1.69005029         0.00002605         0.54401250
        12         1.68928683         0.00002070         0.54935000
        13         1.68926472         0.00003542         0.54917500
        14         1.68818327         0.00002879         0.55006250
        15         1.68917196         0.00002877         0.54948750
        16         1.68868915         0.00003217         0.54968750
        17         1.68881571         0.00002659         0.54645000
        18         1.68869879         0.00003227         0.54535000
        19         1.68862367         0.00002582         0.54900000
        20         1.68849286         0.00002583         0.54941250
