 Cycle        E        err_E       a_r
         1         1.70021049         0.00010462         0.51882500
         2         1.70320765         0.00012513         0.52622500
         3         1.70741687         0.00010263         0.52177500
         4         1.70559964         0.00015474         0.51667500
         5         1.70509410         0.00012042         0.52002500
         6         1.70820862         0.00012069         0.52645000
         7         1.70630481         0.00013032         0.52490000
         8         1.70687524         0.00012775         0.51860000
         9         1.70526717         0.00011245         0.51820000
        10         1.70350351         0.00020437         0.52557500
        11         1.70467951         0.00019061         0.52602500
        12         1.70501826         0.00014536         0.51990000
        13         1.70382966         0.00013724         0.52527500
        14         1.70453965         0.00017635         0.52122500
        15         1.70691679         0.00022729         0.52067500
        16         1.70219724         0.00016291         0.51827500
        17         1.70602071         0.00015774         0.52150000
        18         1.70742928         0.00031190         0.52592500
        19         1.70595552         0.00014119         0.52227500
        20         1.70467278         0.00011525         0.52085000
