 Cycle        E        err_E       a_r
         1         1.68118770         0.00026848         0.56698750
         2         1.69305788         0.00006059         0.56108750
         3         1.69607798         0.00007694         0.55778750
         4         1.69645148         0.00009397         0.56030000
         5         1.69552486         0.00007486         0.56182500
         6         1.69497593         0.00007729         0.56440000
         7         1.69391923         0.00006283         0.56180000
         8         1.69498054         0.00009089         0.56203750
         9         1.69700264         0.00006931         0.56326250
        10         1.69494213         0.00004916         0.56347500
        11         1.69495928         0.00005460         0.56328750
        12         1.69504063         0.00008708         0.56508750
        13         1.69571690         0.00006572         0.56212500
        14         1.69554316         0.00007966         0.56301250
        15         1.69599589         0.00007604         0.56242500
        16         1.69502533         0.00011602         0.56256250
        17         1.69566170         0.00007470         0.56341250
        18         1.69651264         0.00010892         0.55897500
        19         1.69596541         0.00010362         0.56177500
        20         1.69530888         0.00007522         0.56357500
