 Cycle        E        err_E       a_r
         1         1.68570862         0.00009128         0.55600000
         2         1.68857970         0.00005359         0.55190000
         3         1.68968050         0.00004111         0.55296250
         4         1.69008302         0.00003118         0.55113750
         5         1.68938449         0.00003870         0.55316250
         6         1.68922341         0.00003575         0.54850000
         7         1.68907966         0.00002751         0.55295000
         8         1.68920355         0.00005851         0.55597500
         9         1.68949205         0.00004475         0.55315000
        10         1.69016101         0.00003592         0.55075000
        11         1.68949375         0.00003387         0.55365000
        12         1.68991663         0.00002935         0.55325000
        13         1.69016129         0.00002776         0.55147500
        14         1.69018008         0.00003083         0.55085000
        15         1.68953729         0.00002903         0.55205000
        16         1.68924744         0.00002896         0.55041250
        17         1.68892456         0.00004872         0.55033750
        18         1.69015096         0.00002434         0.55227500
        19         1.68989055         0.00004124         0.55247500
        20         1.68966186         0.00001357         0.55220000
