 Cycle        E        err_E       a_r
         1         1.69225888         0.00005971         0.53963750
         2         1.68971049         0.00003607         0.53543750
         3         1.68966602         0.00001598         0.53611250
         4         1.68971379         0.00003519         0.53847500
         5         1.68950612         0.00003099         0.53620000
         6         1.69061759         0.00004552         0.53668750
         7         1.69042066         0.00004350         0.53565000
         8         1.68992449         0.00003882         0.53883750
         9         1.68974966         0.00002327         0.53998750
        10         1.68984970         0.00002992         0.53698750
        11         1.68961204         0.00003698         0.54013750
        12         1.68995437         0.00002897         0.53973750
        13         1.68995522         0.00004835         0.53872500
        14         1.69066771         0.00003046         0.53852500
        15         1.69081323         0.00002485         0.53758750
        16         1.69006635         0.00004466         0.53877500
        17         1.68957936         0.00005249         0.53421250
        18         1.68943563         0.00004511         0.53917500
        19         1.68942163         0.00003495         0.53803750
        20         1.69024666         0.00002682         0.53906250
