 Cycle        E        err_E       a_r
         1         1.68063356         0.00030495         0.56522500
         2         1.69334729         0.00006707         0.56131250
         3         1.69493672         0.00006048         0.56458750
         4         1.69537479         0.00005568         0.56160000
         5         1.69652909         0.00008706         0.56183750
         6         1.69613194         0.00007002         0.56717500
         7         1.69533071         0.00008753         0.56683750
         8         1.69628680         0.00007125         0.56143750
         9         1.69583902         0.00008104         0.56431250
        10         1.69685932         0.00004925         0.56246250
        11         1.69546064         0.00007961         0.56416250
        12         1.69676083         0.00006709         0.56261250
        13         1.69688612         0.00007447         0.56245000
        14         1.69608995         0.00008243         0.56052500
        15         1.69543304         0.00005758         0.56377500
        16         1.69558788         0.00003820         0.56603750
        17         1.69264001         0.00008485         0.56081250
        18         1.69327103         0.00013547         0.56268750
        19         1.69414768         0.00006385         0.56710000
        20         1.69561698         0.00009043         0.56260000
