 Cycle        E        err_E       a_r
         1         1.68873439         0.00000570         0.54174900
         2         1.68856415         0.00000675         0.54187000
         3         1.68840640         0.00000563         0.54127500
         4         1.68848344         0.00000433         0.54109700
         5         1.68852038         0.00000592         0.54099200
         6         1.68866086         0.00000606         0.54150500
         7         1.68853559         0.00000363         0.54105600
         8         1.68844514         0.00001192         0.54102500
         9         1.68846976         0.00000489         0.54136000
        10         1.68857581         0.00000418         0.54150000
        11         1.68856271         0.00000368         0.54117800
        12         1.68847666         0.00000230         0.54085600
        13         1.68857529         0.00000675         0.54134000
        14         1.68858745         0.00000518         0.54063900
        15         1.68858325         0.00000773         0.54153400
        16         1.68851493         0.00000766         0.54142000
        17         1.68854650         0.00000645         0.54088000
        18         1.68850768         0.00000615         0.54056200
        19         1.68861324         0.00000625         0.54110700
        20         1.68846383         0.00000655         0.54164800
