 Cycle        E        err_E       a_r
         1         1.69093729         0.00001287         0.53554900
         2         1.69010838         0.00001046         0.53461500
         3         1.69014586         0.00001494         0.53585200
         4         1.69005158         0.00001337         0.53632600
         5         1.69031898         0.00001411         0.53501800
         6         1.68995589         0.00001507         0.53500700
         7         1.69045359         0.00001966         0.53603400
         8         1.69032706         0.00001132         0.53645000
         9         1.69038898         0.00001345         0.53486300
        10         1.68965765         0.00001261         0.53527100
        11         1.69009962         0.00001097         0.53477600
        12         1.69033042         0.00001473         0.53535000
        13         1.68993745         0.00001459         0.53552500
        14         1.69022182         0.00001296         0.53621000
        15         1.69019576         0.00001148         0.53527300
        16         1.69010315         0.00001115         0.53586300
        17         1.69019174         0.00001153         0.53490100
        18         1.69048652         0.00000967         0.53527000
        19         1.69014866         0.00000743         0.53596300
        20         1.69013138         0.00001593         0.53569600
