 Cycle        E        err_E       a_r
         1         1.71053483         0.00547757         0.68375000
         2         1.93614840         0.00095631         0.65535000
         3         1.97269928         0.00059655         0.65080000
         4         1.98746354         0.00075224         0.65082500
         5         1.98108242         0.00052860         0.65282500
         6         1.98019455         0.00038969         0.65812500
         7         1.97927874         0.00035217         0.65025000
         8         1.98391816         0.00055094         0.65265000
         9         1.99119849         0.00047155         0.65020000
        10         1.99147270         0.00024223         0.65340000
        11         1.98546249         0.00044030         0.65102500
        12         1.98500885         0.00051041         0.65382500
        13         1.99396571         0.00070793         0.65105000
        14         1.97506889         0.00100767         0.65112500
        15         1.97468662         0.00112902         0.65570000
        16         1.97309480         0.00046637         0.65095000
        17         1.96964853         0.00075986         0.64942500
        18         1.97599256         0.00077494         0.65412500
        19         1.97681956         0.00032153         0.65207500
        20         1.97686435         0.00058782         0.65787500
