 Cycle        E        err_E       a_r
         1         1.69049386         0.00002603         0.54527500
         2         1.68940699         0.00003996         0.54433750
         3         1.68932823         0.00003309         0.54362500
         4         1.68890667         0.00003444         0.54097500
         5         1.68926238         0.00002968         0.54301250
         6         1.68878677         0.00004857         0.54637500
         7         1.68873405         0.00003045         0.54411250
         8         1.68856101         0.00002842         0.54422500
         9         1.68948809         0.00001567         0.54372500
        10         1.68928679         0.00002383         0.54361250
        11         1.68956008         0.00002816         0.54261250
        12         1.68933889         0.00003127         0.54412500
        13         1.68888239         0.00003779         0.54738750
        14         1.68908350         0.00003296         0.54113750
        15         1.68895292         0.00002658         0.54323750
        16         1.68911723         0.00002747         0.54488750
        17         1.68941183         0.00003182         0.54281250
        18         1.68912286         0.00003690         0.54196250
        19         1.68913169         0.00001741         0.54308750
        20         1.68952400         0.00002138         0.54133750
