 Cycle        E        err_E       a_r
         1         1.69092295         0.00001070         0.53560500
         2         1.69027308         0.00000578         0.53538600
         3         1.69021214         0.00001007         0.53585900
         4         1.69032016         0.00001949         0.53562600
         5         1.69015691         0.00000702         0.53469200
         6         1.69021174         0.00001002         0.53531500
         7         1.68982410         0.00001356         0.53552300
         8         1.68998311         0.00001084         0.53453900
         9         1.69058306         0.00001411         0.53547400
        10         1.69037249         0.00001457         0.53551600
        11         1.69018977         0.00001347         0.53521000
        12         1.69028743         0.00001523         0.53443100
        13         1.69009155         0.00001125         0.53549900
        14         1.68999738         0.00001216         0.53472500
        15         1.69023914         0.00001952         0.53568600
        16         1.69000323         0.00001746         0.53469400
        17         1.69018685         0.00001441         0.53540700
        18         1.69005280         0.00000921         0.53465400
        19         1.69011616         0.00001569         0.53432400
        20         1.69021383         0.00001727         0.53556700
