 Cycle        E        err_E       a_r
         1         1.68564812         0.00019875         0.56085000
         2         1.69085517         0.00005707         0.55867500
         3         1.69149792         0.00010655         0.55597500
         4         1.69128368         0.00008020         0.55580000
         5         1.69141832         0.00008840         0.55455000
         6         1.69252245         0.00012196         0.55845000
         7         1.69094047         0.00005613         0.55717500
         8         1.69196822         0.00009658         0.55045000
         9         1.69184172         0.00009074         0.55355000
        10         1.69246780         0.00012348         0.55235000
        11         1.68903769         0.00012512         0.55805000
        12         1.69325719         0.00010650         0.55792500
        13         1.69300429         0.00008081         0.55677500
        14         1.69116827         0.00011921         0.55397500
        15         1.69018604         0.00008319         0.56007500
        16         1.69192701         0.00005989         0.55832500
        17         1.69090627         0.00010311         0.55575000
        18         1.69150711         0.00014642         0.55247500
        19         1.69391580         0.00007221         0.55232500
        20         1.69199859         0.00007293         0.55425000
