 Cycle        E        err_E       a_r
         1         1.69890168         0.00012160         0.52592500
         2         1.69771561         0.00008028         0.52950000
         3         1.69660462         0.00011083         0.53010000
         4         1.70032603         0.00016357         0.52940000
         5         1.69892043         0.00011132         0.53375000
         6         1.69730058         0.00009647         0.52970000
         7         1.69780156         0.00013767         0.52572500
         8         1.69737950         0.00012422         0.53145000
         9         1.69615971         0.00012090         0.52815000
        10         1.69635738         0.00011149         0.52500000
        11         1.69772261         0.00011985         0.52567500
        12         1.69740178         0.00015017         0.52762500
        13         1.69590189         0.00017413         0.52910000
        14         1.69646120         0.00014913         0.52835000
        15         1.69536259         0.00007322         0.52945000
        16         1.69722975         0.00011847         0.52277500
        17         1.69474564         0.00013908         0.52820000
        18         1.69780824         0.00012050         0.52450000
        19         1.69741020         0.00006250         0.52882500
        20         1.69927516         0.00015193         0.52492500
