 Cycle        E        err_E       a_r
         1         1.68614291         0.00004880         0.55177500
         2         1.68799346         0.00003135         0.55141250
         3         1.68876322         0.00002934         0.54820000
         4         1.68837888         0.00001902         0.55151250
         5         1.68886147         0.00002132         0.54803750
         6         1.68933040         0.00002712         0.55028750
         7         1.68932864         0.00002627         0.54598750
         8         1.68874543         0.00001907         0.55151250
         9         1.68859555         0.00002552         0.54990000
        10         1.68854323         0.00001444         0.54963750
        11         1.68885072         0.00002286         0.54720000
        12         1.68859756         0.00001731         0.54875000
        13         1.68874935         0.00001239         0.54857500
        14         1.68912090         0.00004077         0.55075000
        15         1.68933979         0.00003158         0.55070000
        16         1.68913699         0.00001712         0.54657500
        17         1.68931141         0.00001590         0.55223750
        18         1.68911768         0.00001500         0.55020000
        19         1.68887021         0.00002226         0.54671250
        20         1.68879491         0.00003173         0.54943750
