 Cycle        E        err_E       a_r
         1         1.69403600         0.00007093         0.53460000
         2         1.69183304         0.00005178         0.53375000
         3         1.69208746         0.00003897         0.53177500
         4         1.69196762         0.00003908         0.53212500
         5         1.69215462         0.00005286         0.53481250
         6         1.69201126         0.00006027         0.53417500
         7         1.69181807         0.00005373         0.53527500
         8         1.69216116         0.00003621         0.53306250
         9         1.69209707         0.00005902         0.53502500
        10         1.69021210         0.00005500         0.53085000
        11         1.69051982         0.00003344         0.53095000
        12         1.69121891         0.00004942         0.53397500
        13         1.69090597         0.00005591         0.53342500
        14         1.69113738         0.00006745         0.53255000
        15         1.69085762         0.00006224         0.53351250
        16         1.69290442         0.00005692         0.53267500
        17         1.69265020         0.00004488         0.53405000
        18         1.69209047         0.00004932         0.53117500
        19         1.69249799         0.00003185         0.53592500
        20         1.69151936         0.00004489         0.53302500
