 Cycle        E        err_E       a_r
         1         1.68813932         0.00371168         0.65875000
         2         1.84376948         0.00063371         0.64347500
         3         1.87600374         0.00057141         0.64002500
         4         1.89133565         0.00042457         0.63642500
         5         1.89923327         0.00036315         0.63630000
         6         1.89287308         0.00063555         0.63620000
         7         1.89096775         0.00066223         0.64045000
         8         1.89671273         0.00055310         0.63700000
         9         1.89314264         0.00056020         0.63795000
        10         1.90269095         0.00025571         0.63557500
        11         1.89280215         0.00036952         0.63560000
        12         1.89081953         0.00026724         0.63667500
        13         1.89753009         0.00031047         0.63932500
        14         1.89623510         0.00037991         0.63602500
        15         1.90322339         0.00056658         0.63585000
        16         1.90171406         0.00050955         0.64245000
        17         1.89200680         0.00042439         0.63522500
        18         1.89797971         0.00045366         0.63052500
        19         1.89325590         0.00026354         0.63825000
        20         1.89183370         0.00040936         0.64155000
