 Cycle        E        err_E       a_r
         1         1.69253953         0.00007875         0.54632500
         2         1.68864684         0.00007030         0.54160000
         3         1.69058455         0.00006789         0.54622500
         4         1.69088076         0.00006223         0.53665000
         5         1.69101285         0.00003819         0.53865000
         6         1.69037847         0.00014065         0.53630000
         7         1.68962630         0.00010529         0.54497500
         8         1.69050749         0.00003292         0.54170000
         9         1.69055581         0.00005192         0.54120000
        10         1.69148711         0.00003226         0.53932500
        11         1.69223284         0.00009097         0.54107500
        12         1.68947417         0.00009883         0.53922500
        13         1.69111359         0.00008719         0.54320000
        14         1.69212283         0.00010617         0.53972500
        15         1.69119675         0.00007431         0.53720000
        16         1.69128535         0.00005241         0.53915000
        17         1.69155939         0.00005803         0.53927500
        18         1.69031251         0.00005781         0.53785000
        19         1.69022521         0.00007276         0.53750000
        20         1.69055335         0.00006466         0.54217500
