 Cycle        E        err_E       a_r
         1         1.69284383         0.00002694         0.53570000
         2         1.69063668         0.00003831         0.53957500
         3         1.69024876         0.00001836         0.53736250
         4         1.68991966         0.00003281         0.53592500
         5         1.69093284         0.00004823         0.53801250
         6         1.69069947         0.00004806         0.53780000
         7         1.69086014         0.00004215         0.53785000
         8         1.69132951         0.00002232         0.53645000
         9         1.69070013         0.00002957         0.53975000
        10         1.69062248         0.00003330         0.53583750
        11         1.69057328         0.00005183         0.53786250
        12         1.69017847         0.00005134         0.53637500
        13         1.69097681         0.00003319         0.53780000
        14         1.68995691         0.00003034         0.53590000
        15         1.69005234         0.00003083         0.53928750
        16         1.69032752         0.00003919         0.53518750
        17         1.69083243         0.00020745         0.53930000
        18         1.69054879         0.00002450         0.53450000
        19         1.69097353         0.00002364         0.53507500
        20         1.69040700         0.00004564         0.53986250
