 Cycle        E        err_E       a_r
         1         1.68345186         0.00015577         0.55862500
         2         1.68908518         0.00003737         0.55755000
         3         1.69044037         0.00010196         0.55678750
         4         1.69184843         0.00005603         0.55477500
         5         1.69178286         0.00005415         0.55591250
         6         1.69258576         0.00007108         0.55683750
         7         1.69182090         0.00003675         0.55797500
         8         1.69194580         0.00007987         0.55612500
         9         1.69342807         0.00004472         0.55415000
        10         1.69196922         0.00003028         0.55620000
        11         1.69197836         0.00004627         0.55336250
        12         1.69088171         0.00005387         0.55452500
        13         1.69233874         0.00004231         0.55922500
        14         1.69245304         0.00006715         0.55577500
        15         1.69246305         0.00007204         0.55523750
        16         1.69316282         0.00005363         0.55631250
        17         1.69250230         0.00006201         0.55462500
        18         1.69152024         0.00005002         0.55441250
        19         1.69174994         0.00004081         0.55660000
        20         1.69153491         0.00005657         0.55605000
