 Cycle        E        err_E       a_r
         1         1.68801661         0.00001802         0.54903000
         2         1.68877883         0.00000775         0.54712200
         3         1.68876017         0.00000550         0.54823600
         4         1.68876327         0.00000622         0.54801400
         5         1.68879612         0.00001137         0.54806900
         6         1.68860448         0.00000587         0.54871700
         7         1.68883203         0.00000670         0.54763800
         8         1.68862883         0.00000819         0.54822100
         9         1.68885569         0.00000769         0.54815700
        10         1.68860654         0.00000762         0.54810200
        11         1.68887731         0.00000426         0.54768700
        12         1.68874829         0.00000704         0.54851800
        13         1.68882066         0.00000677         0.54893300
        14         1.68870962         0.00000643         0.54793300
        15         1.68859103         0.00000829         0.54886300
        16         1.68862840         0.00000848         0.54837300
        17         1.68862723         0.00000771         0.54793900
        18         1.68877547         0.00000863         0.54745700
        19         1.68885490         0.00000547         0.54779300
        20         1.68903906         0.00000922         0.54791300
