 Cycle        E        err_E       a_r
         1         1.67850175         0.00046585         0.57595000
         2         1.69741913         0.00011474         0.56742500
         3         1.70217714         0.00012546         0.56810000
         4         1.70261654         0.00009847         0.56956250
         5         1.70088602         0.00008293         0.56738750
         6         1.70213002         0.00015074         0.56896250
         7         1.70320454         0.00008896         0.56858750
         8         1.70327346         0.00010026         0.56746250
         9         1.70453214         0.00007164         0.56865000
        10         1.70432727         0.00010577         0.56803750
        11         1.70351837         0.00015261         0.56525000
        12         1.70401216         0.00006452         0.56830000
        13         1.70474817         0.00011454         0.56823750
        14         1.70500429         0.00007187         0.56656250
        15         1.70601453         0.00012291         0.56722500
        16         1.70780470         0.00007907         0.56847500
        17         1.70494900         0.00006904         0.56620000
        18         1.70375208         0.00010596         0.56952500
        19         1.70359003         0.00012222         0.56801250
        20         1.70460309         0.00008369         0.56867500
