 Cycle        E        err_E       a_r
         1         1.72040478         0.00591083         0.69467500
         2         1.96973747         0.00131024         0.67060000
         3         2.05673785         0.00081958         0.66170000
         4         2.08266881         0.00066358         0.66052500
         5         2.06398825         0.00056703         0.66157500
         6         2.06581811         0.00068822         0.66362500
         7         2.06172859         0.00056772         0.66275000
         8         2.06436531         0.00055044         0.66110000
         9         2.07170481         0.00068967         0.66552500
        10         2.06804452         0.00058545         0.65945000
        11         2.06291258         0.00092735         0.66185000
        12         2.05647030         0.00062038         0.66007500
        13         2.05615993         0.00061643         0.66300000
        14         2.05084675         0.00059161         0.66405000
        15         2.05890810         0.00046835         0.66597500
        16         2.06176553         0.00069464         0.66085000
        17         2.07241013         0.00067243         0.65705000
        18         2.06267285         0.00072040         0.66052500
        19         2.06405232         0.00037551         0.66345000
        20         2.05448698         0.00073529         0.66377500
