 Cycle        E        err_E       a_r
         1         1.68902071         0.00000523         0.54083600
         2         1.68855186         0.00000326         0.54018200
         3         1.68871199         0.00001471         0.54229700
         4         1.68864025         0.00000537         0.54063500
         5         1.68877194         0.00000383         0.54190800
         6         1.68855274         0.00000756         0.54045000
         7         1.68860916         0.00000760         0.54031300
         8         1.68868925         0.00000723         0.54118000
         9         1.68861032         0.00000496         0.54136200
        10         1.68848420         0.00000708         0.54082700
        11         1.68866131         0.00000609         0.54125700
        12         1.68864692         0.00000578         0.54110700
        13         1.68851388         0.00000846         0.54157800
        14         1.68851889         0.00000564         0.54071500
        15         1.68873163         0.00000667         0.54122400
        16         1.68854671         0.00000690         0.54107800
        17         1.68869968         0.00000500         0.54123500
        18         1.68877154         0.00000865         0.54088500
        19         1.68848416         0.00000771         0.54051100
        20         1.68867301         0.00000583         0.54183000
