 Cycle        E        err_E       a_r
         1         1.69003513         0.00001336         0.53774300
         2         1.68968742         0.00001002         0.53710500
         3         1.69008910         0.00001337         0.53645600
         4         1.68990515         0.00001117         0.53699900
         5         1.69002969         0.00001253         0.53671900
         6         1.68964858         0.00001427         0.53785900
         7         1.68961356         0.00001118         0.53747400
         8         1.68982420         0.00001357         0.53734300
         9         1.68961824         0.00001131         0.53622100
        10         1.68976126         0.00000854         0.53606800
        11         1.68987308         0.00001552         0.53671000
        12         1.68963387         0.00001433         0.53753600
        13         1.68951674         0.00001217         0.53610300
        14         1.68957499         0.00000718         0.53675300
        15         1.68958153         0.00000989         0.53634700
        16         1.68933308         0.00002053         0.53637000
        17         1.68981728         0.00001013         0.53730300
        18         1.68981655         0.00001054         0.53677300
        19         1.68975496         0.00000907         0.53685400
        20         1.68967971         0.00001824         0.53756900
