 Cycle        E        err_E       a_r
         1         1.68802234         0.00000498         0.54679400
         2         1.68845764         0.00000462         0.54584400
         3         1.68866655         0.00000727         0.54650900
         4         1.68838776         0.00000469         0.54621200
         5         1.68846487         0.00000507         0.54648500
         6         1.68853525         0.00000204         0.54594500
         7         1.68875880         0.00000725         0.54666300
         8         1.68852817         0.00000111         0.54687400
         9         1.68858656         0.00000608         0.54631100
        10         1.68853636         0.00000368         0.54698700
        11         1.68835473         0.00000509         0.54561100
        12         1.68857719         0.00000488         0.54719700
        13         1.68840579         0.00000489         0.54740300
        14         1.68860566         0.00000529         0.54655200
        15         1.68861657         0.00000600         0.54563200
        16         1.68853544         0.00000415         0.54635600
        17         1.68854788         0.00000280         0.54646200
        18         1.68847031         0.00000516         0.54593100
        19         1.68857473         0.00000505         0.54689000
        20         1.68840802         0.00000461         0.54592700
