 Cycle        E        err_E       a_r
         1         1.68817915         0.00000692         0.54728900
         2         1.68852346         0.00000361         0.54673000
         3         1.68859092         0.00000380         0.54671300
         4         1.68855257         0.00000312         0.54771500
         5         1.68854435         0.00000491         0.54623300
         6         1.68853804         0.00000358         0.54759800
         7         1.68855699         0.00000478         0.54742100
         8         1.68855847         0.00000319         0.54638300
         9         1.68866278         0.00000679         0.54715500
        10         1.68852944         0.00000572         0.54621900
        11         1.68861189         0.00000464         0.54599700
        12         1.68866727         0.00001109         0.54607600
        13         1.68862740         0.00000511         0.54733400
        14         1.68852206         0.00000780         0.54615600
        15         1.68844902         0.00000740         0.54647200
        16         1.68852649         0.00000687         0.54695200
        17         1.68843345         0.00000782         0.54811900
        18         1.68846637         0.00000308         0.54807800
        19         1.68852394         0.00000500         0.54654800
        20         1.68843308         0.00000629         0.54771900
