 Cycle        E        err_E       a_r
         1         1.68411168         0.00013145         0.55872500
         2         1.68899645         0.00003609         0.55166250
         3         1.68996483         0.00006468         0.55532500
         4         1.68996957         0.00002988         0.55115000
         5         1.68949589         0.00004507         0.55290000
         6         1.69049064         0.00003092         0.55281250
         7         1.68766411         0.00012349         0.55216250
         8         1.69018726         0.00004319         0.55246250
         9         1.68996923         0.00003764         0.55220000
        10         1.68984986         0.00002291         0.55186250
        11         1.69003964         0.00004236         0.55293750
        12         1.68965710         0.00004033         0.55470000
        13         1.68959554         0.00003887         0.55633750
        14         1.69015407         0.00003398         0.55193750
        15         1.68995682         0.00003969         0.54997500
        16         1.69014680         0.00003657         0.55116250
        17         1.68968805         0.00004067         0.55493750
        18         1.68969723         0.00004388         0.55530000
        19         1.69063980         0.00003100         0.55392500
        20         1.69061634         0.00002722         0.55203750
