 Cycle        E        err_E       a_r
         1         1.68900185         0.00000604         0.54065000
         2         1.68864801         0.00000701         0.53996700
         3         1.68855711         0.00000670         0.54000400
         4         1.68875728         0.00000781         0.53942100
         5         1.68878555         0.00000697         0.53981700
         6         1.68869186         0.00001248         0.54023900
         7         1.68878913         0.00000670         0.54001200
         8         1.68874396         0.00000725         0.53991500
         9         1.68862246         0.00000954         0.54001900
        10         1.68868836         0.00000412         0.53915100
        11         1.68862724         0.00000435         0.53967700
        12         1.68863375         0.00001086         0.54043700
        13         1.68850415         0.00000844         0.53962600
        14         1.68858813         0.00000629         0.53980900
        15         1.68875522         0.00000967         0.54076100
        16         1.68861955         0.00000469         0.53865600
        17         1.68880374         0.00000527         0.53987700
        18         1.68869097         0.00000973         0.54013800
        19         1.68861435         0.00000937         0.54021500
        20         1.68861942         0.00001080         0.53992500
