 Cycle        E        err_E       a_r
         1         1.68834877         0.00000745         0.54541600
         2         1.68841094         0.00000396         0.54515000
         3         1.68836573         0.00000316         0.54477100
         4         1.68838555         0.00000340         0.54583800
         5         1.68837604         0.00000480         0.54513100
         6         1.68833060         0.00000447         0.54419700
         7         1.68838375         0.00000335         0.54513900
         8         1.68834448         0.00000223         0.54542000
         9         1.68837413         0.00000306         0.54493900
        10         1.68836706         0.00000352         0.54586800
        11         1.68836356         0.00000500         0.54419800
        12         1.68836632         0.00000393         0.54539500
        13         1.68836825         0.00000392         0.54522400
        14         1.68832490         0.00000437         0.54474200
        15         1.68833998         0.00000371         0.54568800
        16         1.68839422         0.00000454         0.54566500
        17         1.68848104         0.00000422         0.54501100
        18         1.68837498         0.00000462         0.54488000
        19         1.68832795         0.00000336         0.54512100
        20         1.68839495         0.00000382         0.54518600
