 Cycle        E        err_E       a_r
         1         1.81833568         0.01086263         0.75902500
         2         2.27601170         0.00252992         0.70872500
         3         2.36082753         0.00136640         0.70515000
         4         2.40796548         0.00082534         0.70665000
         5         2.39211217         0.00032738         0.70597500
         6         2.39891943         0.00088623         0.70207500
         7         2.40456876         0.00104356         0.70350000
         8         2.41662166         0.00055440         0.70272500
         9         2.42043465         0.00110040         0.70162500
        10         2.44020024         0.00081213         0.69985000
        11         2.41856412         0.00117828         0.69915000
        12         2.42147560         0.00108953         0.70517500
        13         2.42180922         0.00088130         0.70030000
        14         2.39297762         0.00109106         0.71040000
        15         2.37368652         0.00081861         0.70757500
        16         2.38623216         0.00083443         0.70130000
        17         2.40452515         0.00078911         0.70485000
        18         2.40707276         0.00100442         0.70540000
        19         2.39962383         0.00071168         0.70015000
        20         2.41202372         0.00088103         0.70077500
