 Cycle        E        err_E       a_r
         1         1.67919045         0.00047828         0.57977500
         2         1.70025372         0.00009977         0.56762500
         3         1.69969029         0.00015370         0.56927500
         4         1.69988115         0.00010275         0.57337500
         5         1.70007730         0.00010159         0.56962500
         6         1.70043204         0.00009341         0.56797500
         7         1.70337245         0.00014574         0.56777500
         8         1.70325720         0.00012640         0.56775000
         9         1.69943623         0.00011169         0.57227500
        10         1.70186837         0.00010001         0.56952500
        11         1.70192272         0.00014145         0.56790000
        12         1.70271650         0.00011559         0.56837500
        13         1.70200501         0.00009861         0.57190000
        14         1.70035355         0.00019271         0.56572500
        15         1.70223809         0.00019169         0.56260000
        16         1.70013929         0.00026433         0.57025000
        17         1.69932489         0.00011777         0.57005000
        18         1.69967122         0.00012011         0.57107500
        19         1.70089868         0.00016712         0.56917500
        20         1.70082124         0.00009858         0.56930000
