 Cycle        E        err_E       a_r
         1         1.67677288         0.00088556         0.59782500
         2         1.71760478         0.00032263         0.58335000
         3         1.73007285         0.00020383         0.58550000
         4         1.73369120         0.00041911         0.58097500
         5         1.73316293         0.00017576         0.58415000
         6         1.73393762         0.00020339         0.58577500
         7         1.73240053         0.00033191         0.58512500
         8         1.73287763         0.00034198         0.58795000
         9         1.72996960         0.00017995         0.58877500
        10         1.73135077         0.00024246         0.58360000
        11         1.72619288         0.00019084         0.58490000
        12         1.72995285         0.00015056         0.58795000
        13         1.72972461         0.00032832         0.58497500
        14         1.72747656         0.00025052         0.58592500
        15         1.73163447         0.00022536         0.58377500
        16         1.72674793         0.00019497         0.58730000
        17         1.72792020         0.00028889         0.58612500
        18         1.73107369         0.00026510         0.58370000
        19         1.73116637         0.00015167         0.58375000
        20         1.73074553         0.00023768         0.58777500
