 Cycle        E        err_E       a_r
         1         1.68085742         0.00045386         0.57160000
         2         1.69923665         0.00017902         0.56542500
         3         1.69889338         0.00012003         0.56345000
         4         1.69853921         0.00008035         0.56870000
         5         1.69887554         0.00014177         0.56875000
         6         1.69807814         0.00011069         0.56595000
         7         1.69963700         0.00017172         0.56420000
         8         1.70074057         0.00021126         0.56532500
         9         1.69958480         0.00016099         0.56422500
        10         1.69915712         0.00016876         0.56567500
        11         1.70054369         0.00015074         0.56502500
        12         1.70015208         0.00009598         0.56997500
        13         1.69966521         0.00009338         0.56360000
        14         1.69993185         0.00012010         0.57402500
        15         1.70379931         0.00010742         0.56535000
        16         1.69929070         0.00018077         0.56762500
        17         1.70300001         0.00016638         0.56795000
        18         1.70037396         0.00012128         0.56790000
        19         1.69901387         0.00018886         0.56957500
        20         1.70086227         0.00016783         0.56622500
