 Cycle        E        err_E       a_r
         1         1.69356216         0.00007318         0.53793750
         2         1.69099692         0.00001876         0.53718750
         3         1.69049302         0.00005422         0.53352500
         4         1.69043193         0.00005327         0.53595000
         5         1.69122146         0.00003190         0.53907500
         6         1.69164431         0.00005619         0.53707500
         7         1.69143039         0.00002591         0.53853750
         8         1.69016827         0.00005904         0.53652500
         9         1.69007282         0.00006161         0.53852500
        10         1.69144330         0.00004094         0.53837500
        11         1.69231898         0.00003943         0.53828750
        12         1.69166642         0.00004217         0.53585000
        13         1.69038013         0.00005056         0.53551250
        14         1.69055364         0.00004033         0.53738750
        15         1.69047696         0.00004541         0.53738750
        16         1.69114145         0.00003712         0.53737500
        17         1.69132531         0.00002857         0.53707500
        18         1.69062974         0.00005424         0.53400000
        19         1.69020129         0.00013654         0.53167500
        20         1.68946989         0.00004481         0.53866250
