 Cycle        E        err_E       a_r
         1         1.68959906         0.00003636         0.54686250
         2         1.68902022         0.00001923         0.54267500
         3         1.68881375         0.00002368         0.54182500
         4         1.68841753         0.00002652         0.54423750
         5         1.68874264         0.00003279         0.54556250
         6         1.68870637         0.00003657         0.54336250
         7         1.68840632         0.00004487         0.54370000
         8         1.68853334         0.00003541         0.53995000
         9         1.68941304         0.00001836         0.54317500
        10         1.68894906         0.00002667         0.54697500
        11         1.68837453         0.00001973         0.54305000
        12         1.68810365         0.00002743         0.54498750
        13         1.68889998         0.00002395         0.54552500
        14         1.68879228         0.00003506         0.54435000
        15         1.68934043         0.00002345         0.54103750
        16         1.68908389         0.00002635         0.54380000
        17         1.68897167         0.00003299         0.54353750
        18         1.68936815         0.00002602         0.54502500
        19         1.68898424         0.00001815         0.54425000
        20         1.68833682         0.00003189         0.54235000
