 Cycle        E        err_E       a_r
         1         1.69144555         0.00004454         0.53695000
         2         1.68988027         0.00003237         0.54027500
         3         1.68990647         0.00002580         0.53750000
         4         1.68968426         0.00001950         0.53762500
         5         1.68963873         0.00002975         0.53668750
         6         1.68942809         0.00001296         0.54073750
         7         1.68924833         0.00002915         0.54117500
         8         1.68929540         0.00003814         0.53888750
         9         1.68993665         0.00002820         0.54082500
        10         1.68930284         0.00003812         0.53881250
        11         1.68901179         0.00002883         0.53652500
        12         1.68968470         0.00002448         0.53685000
        13         1.68886148         0.00004730         0.53880000
        14         1.68941002         0.00002110         0.53980000
        15         1.68938789         0.00004229         0.53628750
        16         1.68938446         0.00002261         0.53822500
        17         1.68911764         0.00002348         0.53681250
        18         1.68899253         0.00003653         0.53825000
        19         1.68988506         0.00002360         0.53762500
        20         1.68934159         0.00001876         0.53772500
