 Cycle        E        err_E       a_r
         1         1.68482063         0.00009597         0.55648750
         2         1.68941096         0.00007370         0.55876250
         3         1.69097767         0.00004841         0.55170000
         4         1.69063416         0.00004753         0.55472500
         5         1.68959393         0.00004097         0.55541250
         6         1.69079266         0.00003563         0.55543750
         7         1.69090951         0.00004417         0.55315000
         8         1.68942071         0.00006441         0.55560000
         9         1.69025054         0.00005622         0.55788750
        10         1.69111428         0.00003941         0.55676250
        11         1.69065715         0.00005727         0.55521250
        12         1.69116403         0.00004781         0.55503750
        13         1.69124528         0.00005406         0.55040000
        14         1.69051602         0.00004800         0.55357500
        15         1.68972307         0.00005084         0.55807500
        16         1.69179525         0.00004126         0.55420000
        17         1.69113014         0.00006003         0.55215000
        18         1.69151806         0.00005800         0.55536250
        19         1.69167785         0.00006386         0.55318750
        20         1.69140579         0.00004070         0.55286250
