 Cycle        E        err_E       a_r
         1         1.71171696         0.00515152         0.68550000
         2         1.94017472         0.00089101         0.66025000
         3         1.99303981         0.00068478         0.66042500
         4         1.99437139         0.00066606         0.65652500
         5         1.99997103         0.00070362         0.65837500
         6         1.99578226         0.00068320         0.65340000
         7         1.99095287         0.00061966         0.65270000
         8         2.01097936         0.00032920         0.66017500
         9         2.01674813         0.00072571         0.65397500
        10         2.01414176         0.00066960         0.65312500
        11         2.01605057         0.00073583         0.65520000
        12         1.99847332         0.00087377         0.65887500
        13         2.01210876         0.00061039         0.65642500
        14         2.01645857         0.00063807         0.65242500
        15         2.00935511         0.00049538         0.65705000
        16         2.00436572         0.00040024         0.65830000
        17         2.00589002         0.00097706         0.65555000
        18         1.99782939         0.00077026         0.65530000
        19         2.00292182         0.00044573         0.65625000
        20         2.01246900         0.00070896         0.65590000
