 Cycle        E        err_E       a_r
         1         1.68822978         0.00002350         0.55255200
         2         1.68960425         0.00001210         0.55119100
         3         1.68971693         0.00001259         0.55098800
         4         1.68970352         0.00001116         0.55171100
         5         1.68970285         0.00000709         0.55198100
         6         1.68972989         0.00001340         0.55143800
         7         1.68967204         0.00001277         0.55208400
         8         1.68946284         0.00000731         0.55154900
         9         1.68995207         0.00000841         0.55137300
        10         1.68976532         0.00001961         0.55140200
        11         1.68979072         0.00000714         0.55218200
        12         1.68978431         0.00001135         0.55020300
        13         1.68978590         0.00001550         0.55100300
        14         1.68967983         0.00001597         0.55140200
        15         1.68993355         0.00000999         0.55115800
        16         1.68977608         0.00000877         0.55170700
        17         1.68978092         0.00001148         0.55085000
        18         1.68946787         0.00000572         0.55127700
        19         1.68986930         0.00001022         0.55074500
        20         1.68979525         0.00000966         0.55038100
