 Cycle        E        err_E       a_r
         1         1.74350293         0.00789465         0.71965000
         2         2.06059004         0.00158831         0.68772500
         3         2.13985747         0.00077474         0.67822500
         4         2.16108272         0.00101478         0.67410000
         5         2.16663487         0.00049422         0.67222500
         6         2.15527393         0.00076965         0.67622500
         7         2.14644904         0.00074664         0.67637500
         8         2.16205388         0.00082463         0.67557500
         9         2.14850530         0.00065744         0.67280000
        10         2.15679209         0.00077299         0.67432500
        11         2.16341311         0.00031543         0.67500000
        12         2.16701737         0.00065082         0.67597500
        13         2.15886163         0.00068160         0.67502500
        14         2.15862741         0.00064303         0.67545000
        15         2.15731100         0.00055566         0.67535000
        16         2.16954375         0.00058114         0.67732500
        17         2.15103479         0.00058530         0.67577500
        18         2.15132718         0.00081317         0.67475000
        19         2.16386653         0.00039318         0.67225000
        20         2.16150113         0.00044279         0.67802500
