 Cycle        E        err_E       a_r
         1         1.68828973         0.00000642         0.55033700
         2         1.68896551         0.00000373         0.54949800
         3         1.68901919         0.00001225         0.55091100
         4         1.68908032         0.00000835         0.55006100
         5         1.68891949         0.00001197         0.55027000
         6         1.68919755         0.00000752         0.55036400
         7         1.68916006         0.00000956         0.54837600
         8         1.68907983         0.00000378         0.55033000
         9         1.68915080         0.00000944         0.54958100
        10         1.68900412         0.00000595         0.55040900
        11         1.68899850         0.00000556         0.55100600
        12         1.68895293         0.00001043         0.55115900
        13         1.68903946         0.00000555         0.54986400
        14         1.68910732         0.00000621         0.54974000
        15         1.68897363         0.00000808         0.54997400
        16         1.68916092         0.00000993         0.54979200
        17         1.68898663         0.00000626         0.54959800
        18         1.68922347         0.00000911         0.54926600
        19         1.68893043         0.00000843         0.54868800
        20         1.68899581         0.00000973         0.54991200
