 Cycle        E        err_E       a_r
         1         1.69601446         0.00004001         0.53162500
         2         1.69283804         0.00006906         0.53001250
         3         1.69220864         0.00009806         0.52697500
         4         1.69388091         0.00003099         0.52933750
         5         1.69362849         0.00005976         0.53021250
         6         1.69299318         0.00004714         0.53041250
         7         1.69184671         0.00007682         0.53055000
         8         1.69279298         0.00006262         0.52905000
         9         1.69320962         0.00003804         0.52837500
        10         1.69258515         0.00004769         0.52877500
        11         1.69418192         0.00005901         0.53115000
        12         1.69309218         0.00005890         0.52885000
        13         1.69323898         0.00004612         0.53026250
        14         1.69289456         0.00008006         0.52971250
        15         1.69373968         0.00005570         0.52915000
        16         1.69389594         0.00005823         0.53316250
        17         1.69282192         0.00003880         0.53138750
        18         1.69305628         0.00008241         0.52977500
        19         1.69298608         0.00002729         0.53090000
        20         1.69181590         0.00005687         0.52975000
