 Cycle        E        err_E       a_r
         1         1.68082237         0.00026267         0.56826250
         2         1.69362323         0.00008094         0.56241250
         3         1.69412108         0.00007788         0.56216250
         4         1.69420916         0.00006871         0.56250000
         5         1.69454287         0.00005221         0.55938750
         6         1.69502637         0.00008228         0.56338750
         7         1.69582408         0.00005155         0.56003750
         8         1.69430740         0.00008365         0.56000000
         9         1.69499442         0.00005714         0.56251250
        10         1.69471362         0.00005650         0.55917500
        11         1.69644076         0.00006796         0.55882500
        12         1.69756948         0.00005564         0.56366250
        13         1.69707236         0.00003907         0.56160000
        14         1.69621952         0.00010541         0.56221250
        15         1.69566947         0.00005378         0.56496250
        16         1.69537257         0.00006881         0.56187500
        17         1.69725775         0.00008288         0.56307500
        18         1.69501799         0.00004380         0.55915000
        19         1.69481138         0.00003978         0.56346250
        20         1.69630977         0.00006423         0.55948750
